"","series","baker_first_name","baker_last_name","baker_age","baker_occupation","hometown","episode","technical","result","signature_bake","show_stopper"
"405",4,"Robert","Smart",54,"Space Satellite Designer","Melbourn, Cambridgeshire",10,NA,NA,NA,NA
"406",4,"Toby","Waterworth",30,"Web Programmer","Reading, Berkshire",10,NA,NA,NA,NA
"407",5,"Chetna","Makan",35,"Fashion Designer","Broadstairs, Kent",1,3,"IN","Cardamom, Pistachio and Coffee Swiss Roll","Tiered Victoria Sponges with Lemon Curd and Raspberry Cream"
"408",5,"Diana","Beard",69,"Women's Institute (WI) Judge","Alkington, Shropshire",1,5,"IN","Mum's Sunday Tea Lemon Curd Swiss Roll","Chocolate Ganache Surprises"
"409",5,"Enwezor","Nzegwu",39,"Business Consultant","Portsmouth, Hampshire",1,9,"IN","Raspberry and Lemon Swiss Roll","Coffee and Walnut Battenberg Squares"
"410",5,"Iain","Watters",31,"Construction Engineer","London/Belfast",1,4,"IN","Apricot and Basil Swiss Roll with Mascarpone and White Chocolate Cream","Lemon Drizzle Cakes with Mascarpone Filling, Drizzled Icing, and Candied Lemon"
"411",5,"Jordan","Cox",32,"IT Manager","Sneinton, Nottingham",1,12,"IN","Kawaii Frasier Swiss Roll","Lemon Drizzle Cakes with Blueberry and Lemon Curd"
"412",5,"Kate","Henry",41,"Furniture Restorer","Brighton, East Sussex",1,6,"IN","Red Velvet and White Chocolate Swiss Roll","Mini Tiered Victoria Sponges"
"413",5,"Luis","Troyano",42,"Graphic Designer","Poynton, Cheshire",1,7,"IN","Spanish Swiss Roll","Raspberry and Lemon Genoise Slices with Lemon Drizzles"
"414",5,"Martha","Collison",17,"Student","Ascot, Berkshire",1,2,"IN","Tiramisu Swiss Roll","Mini Lemon and Thyme Drizzle Cakes"
"415",5,"Norman","Calder",66,"Retired Naval Officer","Portknockie, Moray",1,11,"IN","Black Forest Swiss Roll","Almond and Raspberry Mini Cakes"
"416",5,"Richard","Burr",38,"Builder","Mill Hill, London",1,10,"IN","Pistachio and Strawberry Swiss Roll","Miniature Coffee & Walnut Cakes"
"417",5,"Claire","Goodwin",31,"Speech Therapist","Ashton upon Mersey, Trafford",1,8,"OUT","Chocolatey Orangey Swirly Roll","Mini Chocolate and Cherry Cakes"
"418",5,"Nancy","Birtwhistle",60,"Retired Practice Manager","Barton-upon-Humber, Lincolnshire",1,1,"STAR BAKER","Coffee and Hazelnut Swiss Roll","Jaffa Orange Cakes"
"419",5,"Chetna","Makan",35,"Fashion Designer","Broadstairs, Kent",2,8,"IN","Fenugreek and Carom Crackers","Day On The Beach"
"420",5,"Diana","Beard",69,"Women's Institute (WI) Judge","Alkington, Shropshire",2,7,"IN","Parmesan Triangles","Express, First Class"
"421",5,"Iain","Watters",31,"Construction Engineer","London/Belfast",2,11,"IN","Za'atar and Fig Biscuits","Wild West Scene"
"422",5,"Jordan","Cox",32,"IT Manager","Sneinton, Nottingham",2,6,"IN","Sourdough, Parmesan and Chilli Biscuits","Monster Attack"
"423",5,"Kate","Henry",41,"Furniture Restorer","Brighton, East Sussex",2,4,"IN","Parmesan and Apple Biscuits","Tea Time"
"424",5,"Luis","Troyano",42,"Graphic Designer","Poynton, Cheshire",2,3,"IN","Black Olive and Rosemary Biscuits with Caramelised Onion Glaze","George Versus The Dragon"
"425",5,"Martha","Collison",17,"Student","Ascot, Berkshire",2,5,"IN","Caramelised Onion and Goat's Cheese Sandwich Biscuits","Ski Village Scene"
"426",5,"Nancy","Birtwhistle",60,"Retired Practice Manager","Barton-upon-Humber, Lincolnshire",2,2,"IN","Fennel and Rye Thins","Hansel and Gretel Scene"
"427",5,"Norman","Calder",66,"Retired Naval Officer","Portknockie, Moray",2,10,"IN","Farthing Biscuits","Zulu Boats at Dawn"
"428",5,"Enwezor","Nzegwu",39,"Business Consultant","Portsmouth, Hampshire",2,9,"OUT","Pumpkin and Sunflower Savoury Biscuits","Space Adventure Moon Scene"
"429",5,"Richard","Burr",38,"Builder","Mill Hill, London",2,1,"STAR BAKER","Rosemary Seeded Crackers","Pirates!"
"430",5,"Claire","Goodwin",31,"Speech Therapist","Ashton upon Mersey, Trafford",2,NA,NA,NA,NA
"431",5,"Chetna","Makan",35,"Fashion Designer","Broadstairs, Kent",3,8,"IN","Onion and Pine Nut Rolls","Rolled and Filled Twin Loaf"
"432",5,"Diana","Beard",69,"Women's Institute (WI) Judge","Alkington, Shropshire",3,7,"IN","Rustic Picnic Rolls","Sharing Savoury Pinwheel"
"433",5,"Iain","Watters",31,"Construction Engineer","London/Belfast",3,9,"IN","Cranberry and Walnut Rye Bread Rolls","Moroccan Plaited with a Bessara Dip"
"434",5,"Kate","Henry",41,"Furniture Restorer","Brighton, East Sussex",3,1,"IN","Orange and Cardamom Rye Bread Knots","Prosciutto, Olive and Coriander Bread"
"435",5,"Martha","Collison",17,"Student","Ascot, Berkshire",3,3,"IN","Date and Walnut Rye Rolls","Stuffed Sunflower Loaf"
"436",5,"Nancy","Birtwhistle",60,"Retired Practice Manager","Barton-upon-Humber, Lincolnshire",3,5,"IN","Cider and Walnut Crusty Rolls","'Full English' Stromboli"
"437",5,"Norman","Calder",66,"Retired Naval Officer","Portknockie, Moray",3,4,"IN","Rye Bread Rolls","Chicken and Roasted Vegetable Picnic Loaf"
"438",5,"Richard","Burr",38,"Builder","Mill Hill, London",3,6,"IN","Rye and Cranberry Rolls","Pesto Pinwheel"
"439",5,"Jordan","Cox",32,"IT Manager","Sneinton, Nottingham",3,10,"OUT","Rye and Spelt Bread Rolls","Strawberry Raspberry Cheesecake Brioche"
"440",5,"Luis","Troyano",42,"Graphic Designer","Poynton, Cheshire",3,2,"STAR BAKER","Opposites Attract Rolls","Roscón de Reyes"
"441",5,"Claire","Goodwin",31,"Speech Therapist","Ashton upon Mersey, Trafford",3,NA,NA,NA,NA
"442",5,"Enwezor","Nzegwu",39,"Business Consultant","Portsmouth, Hampshire",3,NA,NA,NA,NA
"443",5,"Chetna","Makan",35,"Fashion Designer","Broadstairs, Kent",4,3,"IN","Rhubarb, Strawberry and Orange Puddings","Mango, Raspberry and Coconut Baked Alaska"
"444",5,"Diana","Beard",69,"Women's Institute (WI) Judge","Alkington, Shropshire",4,9,"IN","Orange and Lemon Curd Pots","Raspberry Ripple Alaska Swan"
"445",5,"Kate","Henry",41,"Furniture Restorer","Brighton, East Sussex",4,7,"IN","Chocolate and Salted Caramel Molten Puddings","Pistachio, Raspberry and Chocolate Baked Alaska"
"446",5,"Luis","Troyano",42,"Graphic Designer","Poynton, Cheshire",4,2,"IN","Pears in Puddings","Bakewell Alaska"
"447",5,"Martha","Collison",17,"Student","Ascot, Berkshire",4,1,"IN","Peanut Butter Chocolate Fondants","Key Lime Baked Alaska"
"448",5,"Nancy","Birtwhistle",60,"Retired Practice Manager","Barton-upon-Humber, Lincolnshire",4,4,"IN","Pistachio Puddings with Chocolate Sauce","Summer Pudding Alaska"
"449",5,"Norman","Calder",66,"Retired Naval Officer","Portknockie, Moray",4,8,"IN","Mini Sticky Toffee Puddings","Baked Alaska with Strawberry Surprise"
"450",5,"Iain","Watters",31,"Construction Engineer","London/Belfast",4,6,"OUT","Chocolate, Lime and Raspberry Fondants","Chocolate, Black Sesame Seed and Coffee Caramel Baked Alaska (not presented)"
"451",5,"Richard","Burr",38,"Builder","Mill Hill, London",4,5,"STAR BAKER","Black Forest Chocolate Fondants","Tiramisu Baked Alaska"
"452",5,"Claire","Goodwin",31,"Speech Therapist","Ashton upon Mersey, Trafford",4,NA,NA,NA,NA
"453",5,"Enwezor","Nzegwu",39,"Business Consultant","Portsmouth, Hampshire",4,NA,NA,NA,NA
"454",5,"Jordan","Cox",32,"IT Manager","Sneinton, Nottingham",4,NA,NA,NA,NA
"455",5,"Chetna","Makan",35,"Fashion Designer","Broadstairs, Kent",5,2,"IN","Rice Custard Tart with Mangoes and Raspberries","Fusion Tiered Pies"
"456",5,"Luis","Troyano",42,"Graphic Designer","Poynton, Cheshire",5,6,"IN","Tropical Manchester Tart","Four Fruity Seasons Tower"
"457",5,"Martha","Collison",17,"Student","Ascot, Berkshire",5,1,"IN","Pistachio, Apricot and Honey Custard Tart","Three Little Pigs Pie"
"458",5,"Nancy","Birtwhistle",60,"Retired Practice Manager","Barton-upon-Humber, Lincolnshire",5,4,"IN","Chocolate Crusted Passion Fruit Tart","Trio of Apple Pies"
"459",5,"Richard","Burr",38,"Builder","Mill Hill, London",5,7,"IN","Fig and Orange Tart","Three Course Autumn Pie Feast"
"460",5,"Norman","Calder",66,"Retired Naval Officer","Portknockie, Moray",5,5,"OUT","Tarte au Citron","Pieful Tower"
"461",5,"Kate","Henry",41,"Furniture Restorer","Brighton, East Sussex",5,3,"STAR BAKER","Rhubarb and Custard Tart","Rhubarb, Prune and Apple Pies"
"462",5,"Diana","Beard",69,"Women's Institute (WI) Judge","Alkington, Shropshire",5,NA,"WD",NA,NA
"463",5,"Claire","Goodwin",31,"Speech Therapist","Ashton upon Mersey, Trafford",5,NA,NA,NA,NA
"464",5,"Enwezor","Nzegwu",39,"Business Consultant","Portsmouth, Hampshire",5,NA,NA,NA,NA
"465",5,"Iain","Watters",31,"Construction Engineer","London/Belfast",5,NA,NA,NA,NA
"466",5,"Jordan","Cox",32,"IT Manager","Sneinton, Nottingham",5,NA,NA,NA,NA
"467",5,"Diana","Beard",69,"Women's Institute (WI) Judge","Alkington, Shropshire",6,NA,"IN",NA,NA
"468",5,"Kate","Henry",41,"Furniture Restorer","Brighton, East Sussex",6,6,"IN","Pecan, Chocolate and Sour Cherry Yeast Cake","Trio of Dobos Tortes"
"469",5,"Luis","Troyano",42,"Graphic Designer","Poynton, Cheshire",6,3,"IN","Apple and Cinnamon Kugelhopf with Honeyed Apples","The Cage on the Rocky Hill"
"470",5,"Martha","Collison",17,"Student","Ascot, Berkshire",6,4,"IN","Dark Chocolate and Almond Liqueur Savarin","Chess-Themed Chocolate and Salted Caramel Dobos Torte"
"471",5,"Nancy","Birtwhistle",60,"Retired Practice Manager","Barton-upon-Humber, Lincolnshire",6,1,"IN","Rum Punch Savarin with Coconut Cream and Tropical Fruits","Chocolate and Caramel Dobos Torte"
"472",5,"Richard","Burr",38,"Builder","Mill Hill, London",6,5,"IN","Fruity Guglhupf with an Orange Glaze","Sugar Forest Dobos Torte"
"473",5,"Chetna","Makan",35,"Fashion Designer","Broadstairs, Kent",6,2,"STAR BAKER","Orange Savarin with Cinnamon Cream","Almond Liqueur Dobos Torte with Chocolate Caramel Buttercream"
"474",5,"Claire","Goodwin",31,"Speech Therapist","Ashton upon Mersey, Trafford",6,NA,NA,NA,NA
"475",5,"Enwezor","Nzegwu",39,"Business Consultant","Portsmouth, Hampshire",6,NA,NA,NA,NA
"476",5,"Iain","Watters",31,"Construction Engineer","London/Belfast",6,NA,NA,NA,NA
"477",5,"Jordan","Cox",32,"IT Manager","Sneinton, Nottingham",6,NA,NA,NA,NA
"478",5,"Norman","Calder",66,"Retired Naval Officer","Portknockie, Moray",6,NA,NA,NA,NA
"479",5,"Chetna","Makan",35,"Fashion Designer","Broadstairs, Kent",7,6,"IN","Crispy Lentil Kachori","Chocolate and Mango & Lemon Meringue Éclairs"
"480",5,"Diana","Beard",69,"Women's Institute (WI) Judge","Alkington, Shropshire",7,NA,"IN",NA,NA
"481",5,"Luis","Troyano",42,"Graphic Designer","Poynton, Cheshire",7,5,"IN","Childhood Empanadas","Stars and Stripes Éclairs
(Blueberry Cheesecake & Peanut Butter and Jelly Éclairs)"
"482",5,"Martha","Collison",17,"Student","Ascot, Berkshire",7,3,"IN","Mini Beef Wellingtons","Rhubarb and Custard & Maple Syrup and Bacon Éclairs"
"483",5,"Nancy","Birtwhistle",60,"Retired Practice Manager","Barton-upon-Humber, Lincolnshire",7,2,"IN","Spicy Duck Pasties","Smoked Salmon and Horseradish & Raspberry Ripple Éclairs"
"484",5,"Kate","Henry",41,"Furniture Restorer","Brighton, East Sussex",7,4,"OUT","Spinach and Paneer Spicy Samosa","Neapolitan & Lemon Meringue Éclairs"
"485",5,"Richard","Burr",38,"Builder","Mill Hill, London",7,1,"STAR BAKER","Minted Lamb Pasties","Stair of Éclairs
(Lavender and Blueberry & Rose and Raspberry Éclairs)"
"486",5,"Claire","Goodwin",31,"Speech Therapist","Ashton upon Mersey, Trafford",7,NA,NA,NA,NA
"487",5,"Enwezor","Nzegwu",39,"Business Consultant","Portsmouth, Hampshire",7,NA,NA,NA,NA
"488",5,"Iain","Watters",31,"Construction Engineer","London/Belfast",7,NA,NA,NA,NA
"489",5,"Jordan","Cox",32,"IT Manager","Sneinton, Nottingham",7,NA,NA,NA,NA
"490",5,"Norman","Calder",66,"Retired Naval Officer","Portknockie, Moray",7,NA,NA,NA,NA
"491",5,"Chetna","Makan",35,"Fashion Designer","Broadstairs, Kent",8,1,"IN","Date and Walnut Swirl Bread","Chocolate Mousse Filled DoughnutsBraided Doughnuts"
"492",5,"Diana","Beard",69,"Women's Institute (WI) Judge","Alkington, Shropshire",8,NA,"IN",NA,NA
"493",5,"Luis","Troyano",42,"Graphic Designer","Poynton, Cheshire",8,2,"IN","Black Forest Cherry Tree","Cocktail Doughnuts
(Mudslide & Raspberry Mojito)"
"494",5,"Nancy","Birtwhistle",60,"Retired Practice Manager","Barton-upon-Humber, Lincolnshire",8,3,"IN","Lincolnshire Plum Braid","Doughnut Family Tree
(Limoncello and Almond & Milk Chocolate and Orange)"
"495",5,"Martha","Collison",17,"Student","Ascot, Berkshire",8,5,"OUT","Spiced Plum Iced Bread Swirl","Glazed Lemon & Poppy Seed DoughnutsChocolate & Passion Fruit Doughnuts"
"496",5,"Richard","Burr",38,"Builder","Mill Hill, London",8,4,"STAR BAKER","Fruit Swedish Tea Ring","Rhubarb and Custard and Toffee Apple Doughnuts"
"497",5,"Claire","Goodwin",31,"Speech Therapist","Ashton upon Mersey, Trafford",8,NA,NA,NA,NA
"498",5,"Enwezor","Nzegwu",39,"Business Consultant","Portsmouth, Hampshire",8,NA,NA,NA,NA
"499",5,"Iain","Watters",31,"Construction Engineer","London/Belfast",8,NA,NA,NA,NA
"500",5,"Jordan","Cox",32,"IT Manager","Sneinton, Nottingham",8,NA,NA,NA,NA
"501",5,"Kate","Henry",41,"Furniture Restorer","Brighton, East Sussex",8,NA,NA,NA,NA
"502",5,"Norman","Calder",66,"Retired Naval Officer","Portknockie, Moray",8,NA,NA,NA,NA
"503",5,"Diana","Beard",69,"Women's Institute (WI) Judge","Alkington, Shropshire",9,NA,"IN",NA,NA
"504",5,"Luis","Troyano",42,"Graphic Designer","Poynton, Cheshire",9,1,"IN","Indian Rose BaklavaHalwa Baklava Rolls","Chocolate Mousse & Cherry EntremetsPomegranate, Fig & Pistachio Sponges"
"505",5,"Nancy","Birtwhistle",60,"Retired Practice Manager","Barton-upon-Humber, Lincolnshire",9,3,"IN","Coffee and Chocolate BaklavaBreakfast Baklava","Raspberry NonnettesLime and Passion Fruit Entremets"
"506",5,"Chetna","Makan",35,"Fashion Designer","Broadstairs, Kent",9,4,"OUT","Chocolate Orange Baklava Masala Chai Baklava","Chocolate, Orange & Nut EntremetsCappuccino Entremets"
"507",5,"Richard","Burr",38,"Builder","Mill Hill, London",9,2,"STAR BAKER","Rose and Pistachio BaklavaWalnut and Almond Baklava","Hazelnut Mocha EntremetsPink Grapefruit Entremets"
"508",5,"Claire","Goodwin",31,"Speech Therapist","Ashton upon Mersey, Trafford",9,NA,NA,NA,NA
"509",5,"Enwezor","Nzegwu",39,"Business Consultant","Portsmouth, Hampshire",9,NA,NA,NA,NA
"510",5,"Iain","Watters",31,"Construction Engineer","London/Belfast",9,NA,NA,NA,NA
"511",5,"Jordan","Cox",32,"IT Manager","Sneinton, Nottingham",9,NA,NA,NA,NA
"512",5,"Kate","Henry",41,"Furniture Restorer","Brighton, East Sussex",9,NA,NA,NA,NA
"513",5,"Martha","Collison",17,"Student","Ascot, Berkshire",9,NA,NA,NA,NA
"514",5,"Norman","Calder",66,"Retired Naval Officer","Portknockie, Moray",9,NA,NA,NA,NA
"515",5,"Diana","Beard",69,"Women's Institute (WI) Judge","Alkington, Shropshire",10,NA,"IN",NA,NA
"516",5,"Luis","Troyano",42,"Graphic Designer","Poynton, Cheshire",10,2,"Runner-up","Apple, Walnut, Raisin and Cheshire Cheese ChaussonsPain au Chocolat Blanc with Raspberries and Cream Cheese","Village in Chocolate"
"517",5,"Richard","Burr",38,"Builder","Mill Hill, London",10,3,"Runner-up","Pear Pain au ChocolatPain Au Lait","Mill on the Hill"
"518",5,"Nancy","Birtwhistle",60,"Retired Practice Manager","Barton-upon-Humber, Lincolnshire",10,1,"WINNER","Apple and Lemon KitesRaspberry and Almond Croissants","Red Windmill"
"519",5,"Chetna","Makan",35,"Fashion Designer","Broadstairs, Kent",10,NA,NA,NA,NA
"520",5,"Claire","Goodwin",31,"Speech Therapist","Ashton upon Mersey, Trafford",10,NA,NA,NA,NA
"521",5,"Enwezor","Nzegwu",39,"Business Consultant","Portsmouth, Hampshire",10,NA,NA,NA,NA
"522",5,"Iain","Watters",31,"Construction Engineer","London/Belfast",10,NA,NA,NA,NA
"523",5,"Jordan","Cox",32,"IT Manager","Sneinton, Nottingham",10,NA,NA,NA,NA
"524",5,"Kate","Henry",41,"Furniture Restorer","Brighton, East Sussex",10,NA,NA,NA,NA
"525",5,"Martha","Collison",17,"Student","Ascot, Berkshire",10,NA,NA,NA,NA
"526",5,"Norman","Calder",66,"Retired Naval Officer","Portknockie, Moray",10,NA,NA,NA,NA
"527",6,"Alvin","Magallanes",37,"Nurse","Bracknell, Berkshire",1,2,"IN","Orange Vanilla and Fig Madeira Cake","Black Forest Gâteau"
"528",6,"Dorret","Conway",53,"Accountant","Penwortham, Lancashire",1,5,"IN","Madeira Cake with Candied Lemons","Enchanted Forest Gâteau"
"529",6,"Flora","Shedden",19,"Art gallery assistant","Dunkeld, Perth and Kinross",1,6,"IN","Blood Orange Madeira Cake","Black Forest Gâteau"
"530",6,"Ian","Cumming",41,"Travel photographer","Great Wilbraham, Cambridgeshire",1,8,"IN","Somewhere West of Madeira Cake","Black Forest Cherry Tree"
"531",6,"Mat","Riley",37,"Fire fighter","London",1,7,"IN","Gin and Tonic Madeira Cake","Black Forest Gateau"
"532",6,"Nadiya","Hussain",30,"Full-time mother","Leeds / Luton",1,12,"IN","Orange and Green Cardamom Madeira Cake","Quadruple Chocolate Black Forest Gâteau"
"533",6,"Paul","Jagger",49,"Prison governor","Swansea, Wales",1,10,"IN","Lemon, Ginger and Caraway Seed Madeira Cake","Black Forest Chocolate Creation"
"534",6,"Sandy","Docherty",49,"Child welfare officer","Yeadon, West Yorkshire",1,9,"IN","Madeira Cake with Almond Liqueur and Chopped Apricots","Black Forest Gâteau"
"535",6,"Tamal","Ray",29,"Trainee anaesthetist","Manchester",1,4,"IN","Pistachio and Rose Madeira Cake","Black Forest Gâteau in a Chocolate Shell"
"536",6,"Ugnė","Bubnaityte",32,"PA and administrator","Woodford, London / Vilkaviškis, Lithuania",1,1,"IN","Lemon and Thyme Madeira Cake","Falling Cup Gâteau"
"537",6,"Stu","Henshall",35,"Professional musician","Guildford, Surrey",1,11,"OUT","Marley Madeira Cake","Purple Forest Gâteau"
"538",6,"Marie","Campbell",66,"Retired","Auchterarder, Perthshire",1,3,"STAR BAKER","Zingy Citrus Madeira Cake","A Walk in the Black Forest"
"539",6,"Alvin","Magallanes",37,"Nurse","Bracknell, Berkshire",2,6,"IN","Jackfruit, Pistachio and Macadamia Biscotti","Gingerbread Box filled with Brandy Snaps"
"540",6,"Dorret","Conway",53,"Accountant","Penwortham, Lancashire",2,1,"IN","Almond and Apricot Biscotti with Amber Sugar Crystals","Box of Frogs"
"541",6,"Flora","Shedden",19,"Art gallery assistant","Dunkeld, Perth and Kinross",2,2,"IN","Wedding Biscotti","Honey and Earl Grey Tea Box"
"542",6,"Mat","Riley",37,"Fire fighter","London",2,5,"IN","Pistachio, Cranberry and White Chocolate Biscotti","Gingerbread Fire Engine"
"543",6,"Nadiya","Hussain",30,"Full-time mother","Leeds / Luton",2,9,"IN","Coconut, Fennel and Pistachio Biscotti","Box of Fortunes"
"544",6,"Paul","Jagger",49,"Prison governor","Swansea, Wales",2,10,"IN","Chocolate, Hazelnut and Fig Biscotti","Memory Box"
"545",6,"Sandy","Docherty",49,"Child welfare officer","Yeadon, West Yorkshire",2,4,"IN","Chocolate Chunk and Hazelnut Biscotti","Sundried Tomato Cheese Biscuit Box"
"546",6,"Tamal","Ray",29,"Trainee anaesthetist","Manchester",2,8,"IN","Cinnamon, Maple and Cranberry Biscotti","Chessboard Box"
"547",6,"Ugnė","Bubnaityte",32,"PA and administrator","Woodford, London / Vilkaviškis, Lithuania",2,7,"IN","White Wine Biscotti","Baby Climbing into the Cookie Box"
"548",6,"Marie","Campbell",66,"Retired","Auchterarder, Perthshire",2,11,"OUT","Biscotti Italiano","Russian Box"
"549",6,"Ian","Cumming",41,"Travel photographer","Great Wilbraham, Cambridgeshire",2,3,"STAR BAKER","Orange, Rosemary and Almond Biscotti","Sandwich de la Confiture"
"550",6,"Stu","Henshall",35,"Professional musician","Guildford, Surrey",2,NA,NA,NA,NA
"551",6,"Alvin","Magallanes",37,"Nurse","Bracknell, Berkshire",3,4,"IN","Prosciutto, Manchego and Balsamic Onion Soda Breads","Cornucopia"
"552",6,"Flora","Shedden",19,"Art gallery assistant","Dunkeld, Perth and Kinross",3,2,"IN","Fig and Hazelnut Rye Breads","Herb Couture"
"553",6,"Mat","Riley",37,"Fire fighter","London",3,8,"IN","Jalapeño, Mexican Cheddar and Smoked Salt Soda Breads","Curry Inspired Brighton Pavilion"
"554",6,"Nadiya","Hussain",30,"Full-time mother","Leeds / Luton",3,9,"IN","Mexican Bread with Warm Tomato Salsa","Snake Charmer's Basket"
"555",6,"Paul","Jagger",49,"Prison governor","Swansea, Wales",3,10,"IN","Cranberry and Orange Sweet Soda Breads","King of the Jungle"
"556",6,"Sandy","Docherty",49,"Child welfare officer","Yeadon, West Yorkshire",3,7,"IN","Soda Breads with Smoked Bacon and Onion","Basket of Bread Flowers with a Walnut and Blue Cheese Centre"
"557",6,"Tamal","Ray",29,"Trainee anaesthetist","Manchester",3,3,"IN","Fig, Cheese and Walnut Breads","Breadcycle"
"558",6,"Ugnė","Bubnaityte",32,"PA and administrator","Woodford, London / Vilkaviškis, Lithuania",3,5,"IN","Chocolate Quick Breads with Salted Caramel Sauce","Easter Basket"
"559",6,"Dorret","Conway",53,"Accountant","Penwortham, Lancashire",3,6,"OUT","Walnut and Stilton Soda Breads","Unmade Bread"
"560",6,"Ian","Cumming",41,"Travel photographer","Great Wilbraham, Cambridgeshire",3,1,"STAR BAKER","Wild Garlic Pesto Soda Breads","Flour Power"
"561",6,"Marie","Campbell",66,"Retired","Auchterarder, Perthshire",3,NA,NA,NA,NA
"562",6,"Stu","Henshall",35,"Professional musician","Guildford, Surrey",3,NA,NA,NA,NA
"563",6,"Alvin","Magallanes",37,"Nurse","Bracknell, Berkshire",4,9,"IN","Blackberry Crème Brûlées","Tower of Fruits Cheesecakes"
"564",6,"Flora","Shedden",19,"Art gallery assistant","Dunkeld, Perth and Kinross",4,3,"IN","Rhubarb and Ginger Crème Brûlées","Elderflower and Granola Cheesecakes"
"565",6,"Mat","Riley",37,"Fire fighter","London",4,7,"IN","Coconut Crème Brûlées","Chocolate Bar Cheesecakes"
"566",6,"Nadiya","Hussain",30,"Full-time mother","Leeds / Luton",4,8,"IN","Cinnamon Tea Crème Brûlées","Fizzy Pop Cheesecakes"
"567",6,"Paul","Jagger",49,"Prison governor","Swansea, Wales",4,1,"IN","Almond Crème Brûlées","Berry Cheesecake Tower"
"568",6,"Tamal","Ray",29,"Trainee anaesthetist","Manchester",4,5,"IN","Rhubarb and Ginger Crème Brûlées","Mango, Hazelnut and Rosemary Cheesecake Trio"
"569",6,"Ugnė","Bubnaityte",32,"PA and administrator","Woodford, London / Vilkaviškis, Lithuania",4,2,"IN","Marula Fruit and Coffee Liqueur Crème Brûlées","Lime, Coconut and Hazelnut Cheesecakes"
"570",6,"Sandy","Docherty",49,"Child welfare officer","Yeadon, West Yorkshire",4,6,"OUT","Pontefract Crème Brûlées","Cassata, Whisky and Orange & Apple Pie Cheesecakes"
"571",6,"Ian","Cumming",41,"Travel photographer","Great Wilbraham, Cambridgeshire",4,4,"STAR BAKER","Pomegranate Two Ways Crème Brûlées","Trio of Spicy and Herby Baked Cheesecakes"
"572",6,"Dorret","Conway",53,"Accountant","Penwortham, Lancashire",4,NA,NA,NA,NA
"573",6,"Marie","Campbell",66,"Retired","Auchterarder, Perthshire",4,NA,NA,NA,NA
"574",6,"Stu","Henshall",35,"Professional musician","Guildford, Surrey",4,NA,NA,NA,NA
"575",6,"Alvin","Magallanes",37,"Nurse","Bracknell, Berkshire",5,8,"IN","Pineapple Upside Down Cake","Buko Pandan, Mango and Passion Fruit Ice Cream Roll"
"576",6,"Flora","Shedden",19,"Art gallery assistant","Dunkeld, Perth and Kinross",5,3,"IN","Pistachio, Apple and Cardamom Madeleine Cake","Chocolate and Pear Bûche"
"577",6,"Ian","Cumming",41,"Travel photographer","Great Wilbraham, Cambridgeshire",5,5,"IN","Honey and Flowers Cake","Dessert Island"
"578",6,"Mat","Riley",37,"Fire fighter","London",5,4,"IN","Sugar Free Carrot Cake","Raspberry and Coconut Ice Cream Roll"
"579",6,"Paul","Jagger",49,"Prison governor","Swansea, Wales",5,2,"IN","Carrot & Pecan Cake","Dessert Island Getaway"
"580",6,"Tamal","Ray",29,"Trainee anaesthetist","Manchester",5,7,"IN","Honey and Grapefruit Polenta Cake","Passion Fruit and Pineapple Ice Cream Roll"
"581",6,"Ugnė","Bubnaityte",32,"PA and administrator","Woodford, London / Vilkaviškis, Lithuania",5,6,"OUT","Chocolate and Hazelnut Sugar-Free Cake","Chocolate, Peanut Butter and Grape Jam Roll"
"582",6,"Nadiya","Hussain",30,"Full-time mother","Leeds / Luton",5,1,"STAR BAKER","Naked Blueberry and Caraway Crunch Cake","Chocolate and Strawberry Lime Ice Cream Roll"
"583",6,"Dorret","Conway",53,"Accountant","Penwortham, Lancashire",5,NA,NA,NA,NA
"584",6,"Marie","Campbell",66,"Retired","Auchterarder, Perthshire",5,NA,NA,NA,NA
"585",6,"Sandy","Docherty",49,"Child welfare officer","Yeadon, West Yorkshire",5,NA,NA,NA,NA
"586",6,"Stu","Henshall",35,"Professional musician","Guildford, Surrey",5,NA,NA,NA,NA
"587",6,"Flora","Shedden",19,"Art gallery assistant","Dunkeld, Perth and Kinross",6,2,"IN","Apricot and Rosemary Frangipane Tart","Asparagus and Parma Ham and Praline and Chocolate Vol-au-vents"
"588",6,"Ian","Cumming",41,"Travel photographer","Great Wilbraham, Cambridgeshire",6,3,"IN","Pear and Raspberry Frangipane Tart","vol-au-vents Terre et Mer"
"589",6,"Nadiya","Hussain",30,"Full-time mother","Leeds / Luton",6,4,"IN","Bay Leaf, Rong Tea and Pear Tart","Bengali Korma and Clementine with Cod Vol-au-vents"
"590",6,"Paul","Jagger",49,"Prison governor","Swansea, Wales",6,5,"IN","Christmas Frangipane Tart","Savoury and Sweet Bouchées"
"591",6,"Tamal","Ray",29,"Trainee anaesthetist","Manchester",6,7,"IN","Spiced Pear Frangipane Tart","Fennel and Rosemary Pulled Pork and Chicken and Coriander vol-au-vents"
"592",6,"Alvin","Magallanes",37,"Nurse","Bracknell, Berkshire",6,6,"OUT","Plum Frangipane Tart","Smoked Salmon En Croûte and Vermouth Chicken à la King Vol-au-vents"
"593",6,"Mat","Riley",37,"Fire fighter","London",6,1,"STAR BAKER","Piña Colada Frangipane Tart","His 'n' Hers Vol-au-vents"
